application_number,filing_date,application_invention_type,examiner_full_name,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,atty_docket_number,appl_status_desc,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,invention_title,small_entity_indicator,aia_first_to_file
09160474,,Utility,"PHAM, HOA Q",2877,356,364000,6398,DREDGE98-05.,Abandoned -- Failure to Respond to an Office Action,2001-08-06,FILE REPOSITORY (FRANCONIA),2018-08-07,,,,,,,DETERMINING CHARACTERISTIC PARAMETERS BY POLARISED LIGHT,SMALL,
09011148,,Utility,"TUNG, MARY BETH",1644,536,023100,9516,GI6701PCTUS,Expressly Abandoned -- During Examination,1999-06-21,FILE REPOSITORY (FRANCONIA),2018-08-07,,,,,,,HUMAN GALECTIN-4-LIKE PROTEIN AND CDNA ENCODING THE SAME,UNDISCOUNTED,
08662531,,Re-Issue,"TUGBANG, ANTHONY D",3729,029,603040,8052,R1055R.D2,Abandoned -- Failure to Respond to an Office Action,2007-06-22,ELECTRONIC,,,,,,,,MAGNETIC HEAD SUSPENSION ASSEMBLY FABRICATED WITH INTEGRAL LOAD BEAM AND FLEXURE,UNDISCOUNTED,
08622214,,Utility,"PAYER, HWEI-SIU C",3724,030,049000,1918,,Abandoned -- File-Wrapper-Continuation Parent Application,2001-04-11,,2001-04-11,,,,,,,SHAVING SYSTEM WITH UNIFORM SHAVING FORCES,UNDISCOUNTED,
07098353,,Utility,"ROBINSON, ALLEN JAY",1616,514,356000,3375,BAYER6481.1-,Abandoned -- Failure to Pay Issue Fee,1988-11-04,FILE REPOSITORY (FRANCONIA),2005-04-18,,,,,,,DIHYDROPYRIDINE COMBINATION PRODUCT COMPRISING A DIHYDROPYRIDINE COMPOUND AND A CARDIOACTIVE NITRATE,UNDISCOUNTED,
07663952,,Utility,"HESS, BRUCE H",1774,503,200000,3306,DAIN:035,Abandoned -- Failure to Respond to an Office Action,1993-05-03,,1993-06-30,,,,,,,HEAT TRANSFER COVER FILMS,UNDISCOUNTED,
09242564,,Utility,"NELSON, AMY J",1638,800,278000,1218,TTE-1,Abandoned -- Incomplete Application (Pre-examination),2002-04-03,FILE REPOSITORY (FRANCONIA),2018-06-22,,,,,,,METHOD OF INCREASING THE IRON CONTENT OF PLANT CELLS,SMALL,
09230208,,Utility,"SAEED, KAMAL A",1626,514,227500,4699,273802002500,Abandoned -- Failure to Respond to an Office Action,2002-04-08,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,,,METHODS AND COMPOSTIONS FOR STIMULATING OSTEOBLAST PROLIFERATION AND METHODS FOR SELECTING OSTEBLAST PROLIFERATON STIMULANTS,UNDISCOUNTED,
09308288,,Utility,"WOO, JULIAN W",3731,606,063000,5966,8932-120,Abandoned -- Incomplete (Filing Date Under Rule 53 (b) - PreExam),2001-09-23,FILE REPOSITORY (FRANCONIA),2018-07-11,,,,,,,DEVICE FOR REPOSITIONING FRACTURED BONE FRAGMENTS,UNDISCOUNTED,
09380028,,Utility,"LILLING, HERBERT J",1651,424,195100,2072,63816,Abandoned -- Failure to Respond to an Office Action,2001-06-01,FILE REPOSITORY (FRANCONIA),2018-08-07,,,,,,,BILBERRY-CONTAINING DRINKS AND PROCESS FOR PRODUCING THE SAME,UNDISCOUNTED,
09155588,,Utility,"YEUNG, GEORGE CHAN PUI",1761,426,518000,8844,P/543-95,Abandoned -- Incomplete Application (Pre-examination),2003-04-25,FILE REPOSITORY (FRANCONIA),2018-08-07,,,,,,,APPARATUS FOR PRODUCING FOOD OF MOUSSE-LIKE CONSISTENCY,UNDISCOUNTED,
09155835,,Utility,"SIPOS, JOHN",3721,053,490000,9216,980278,Abandoned -- Failure to Respond to an Office Action,2000-12-14,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,APPARATUS FOR AND METHOD OF SCREWING A THREADED STOPPER INTO A THREADED FLANGE,SMALL,
09403885,,,"HENDRICKSON, STUART L",1754,502,401000,7817,C38079/10976,Abandoned -- Failure to Respond to an Office Action,2003-12-15,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,BIOSORPTION AGENTS FOR METAL IONS AND METHOD FOR THE PRODUCTION THEREOF,UNDISCOUNTED,
09443095,,Utility,"SHIPPEN, MICHAEL L",1621,568,700000,6747,L.P.1745,Abandoned -- Incomplete Application (Pre-examination),2002-07-06,FILE REPOSITORY (FRANCONIA),2018-07-11,,,,,,,CONTINUOUS PROCESS FOR THE REDUCTION OF CARBONYL COMPOUNDS,UNDISCOUNTED,
09403819,,Utility,"LACOURCIERE, KAREN A",1635,435,091100,7731,U 012475-7,Abandoned -- Failure to Respond to an Office Action,2001-05-24,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,TEMPERATURE CYCLING DEVICE AND METHOD,UNDISCOUNTED,
09142182,,Utility,"JACK, TODD M",2132,380,200000,1874,032454-001,Abandoned -- Incomplete (Filing Date Under Rule 53 (b) - PreExam),2001-09-22,FILE REPOSITORY (FRANCONIA),2018-08-07,,,,,,,PAIR OF COMPASSES WITH HOLDER PART,UNDISCOUNTED,
09445469,,,"KIFLE, BRUCK",1624,514,019000,9969,P8903-9015,Abandoned -- Failure to Respond to an Office Action,2003-01-23,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,PEPTIDOMIMETIC DERIVATIVES SUICIDAL INHIBITORS OF THE HIV PROLIFERATION,UNDISCOUNTED,
09446210,,,"HARLAN, ROBERT D",1713,526,127000,1980,US 16012,Abandoned -- Failure to Respond to an Office Action,2002-04-22,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,"METALLOCENES, LIGANDS AND OLEFIN POLYMERIZATION",UNDISCOUNTED,
09446656,,Utility,"RINEHART, KENNETH",3749,110,347000,2697,P-2343,Abandoned -- Failure to Respond to an Office Action,2003-03-28,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,OVERFEED BURNER FOR SOLID FUEL AND METHOD OF ITS OPERATION,UNDISCOUNTED,
09446137,,,"COLAIANNI, MICHAEL",1731,065,066000,1847,A-6866,Expressly Abandoned -- During Examination,2002-11-12,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,PROCESS FOR FURTHER PROCESSING OF SMALL GLASS PARTICLES,UNDISCOUNTED,
09381036,,Utility,"MCKENZIE, THOMAS C",1624,514,183000,3429,BBI-6043BUS,Abandoned -- Failure to Respond to an Office Action,2001-11-27,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,"PYRROLO[2,3D]PYRIMIDINES AND THEIR USE AS TYROSINE KINASE INHIBITORS",UNDISCOUNTED,
09486297,,Utility,"MOORE, JAMES K",2686,455,445000,3404,924.135USWO,Abandoned -- Failure to Respond to an Office Action,2004-03-11,FILE REPOSITORY (FRANCONIA),2018-08-07,,,,,,,"METHOD AND SYSTEM FOR PROCESSING CALLS FOR COMMUNICATION EQUIPMENT WITH A SUBSCRIBER NUMBER PORTED FROM A FIRST OPERATOR TO A SECOND OPERATOR, IN PARTICULAR SUITABLE FOR USE IN SYSTEMS FOR MOBILE COMMUNICATION",UNDISCOUNTED,
09486737,,Utility,"THISSELL, JENNIFER I",3635,052,081200,9841,1429-42,Abandoned -- Failure to Respond to an Office Action,2003-07-14,FILE REPOSITORY (FRANCONIA),2018-07-11,,,,,,,Elementary construction with frame in sections with flexible covering element,SMALL,
09490948,,Utility,"CALLO, LAURA ANTOINETTE",3635,052,008000,7846,50064,Abandoned -- Incomplete Application (Pre-examination),2002-09-24,FILE REPOSITORY (FRANCONIA),2018-08-07,,,,,,,Multiple stage theater,SMALL,
09487968,,Utility,"FOOTLAND, LENARD A",3682,384,559000,3786,262.644CIP,Abandoned -- Failure to Pay Issue Fee,2001-10-10,FILE REPOSITORY (FRANCONIA),2018-07-11,,,,,,,Roller Bearing,SMALL,
09291759,,Utility,"NGUYEN, PATRICIA T",2817,333,206000,2505,00831.79469,Abandoned -- Incomplete Application (Pre-examination),2003-12-11,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,MULTI-COUPLER,UNDISCOUNTED,
09463807,,Utility,"CALLO, LAURA ANTOINETTE",3635,052,XXXXXX,6833,3607WH-1,Abandoned -- Incomplete Application (Pre-examination),2003-05-23,FILE REPOSITORY (FRANCONIA),2018-07-11,,,,,,,BURNER SYSTEMS,UNDISCOUNTED,
09254806,,Utility,"NATIVIDAD, PHILIP SANA",2877,356,450000,7620,,Abandoned -- Incomplete Application (Pre-examination),2003-10-16,FILE REPOSITORY (FRANCONIA),2018-07-11,,,,,,,ARRANGEMENT FOR ASSESSING REFLECTION BEHAVIOUR,UNDISCOUNTED,
09510668,,Re-Issue,"MATHEWS, ALAN A",2851,396,315000,2839,P2262C1.R,Abandoned -- Failure to Respond to an Office Action,2003-01-27,FILE REPOSITORY (FRANCONIA),2018-07-11,,,,,,,Data projection device for cameras and a camera utilizing the device,UNDISCOUNTED,
09529014,,Utility,"KIM, CHONG HWA",3682,074,50150R,8702,PALACIO=4,Abandoned -- Failure to Respond to an Office Action,2002-03-19,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,CABLE TENSIONING REGULATOR,UNDISCOUNTED,
09537133,,Re-Issue,"FRIDIE JR, WILLMON",3722,283,114000,4615,R-1,Expressly Abandoned -- During Examination,2001-12-31,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,Indicator and method for color coordination and style,SMALL,
09530113,,Utility,"EDUN, MUHAMMAD N",2655,369,121000,2851,109289.00133,Abandoned -- Incomplete Application (Pre-examination),2002-07-06,FILE REPOSITORY (FRANCONIA),2018-07-11,,,,,,,"OPTICAL DATA STORAGE METHOD AND SYSTEM FOR TWO-PHOTON, SINGLE BEAM, BIT-BY-BIT WRITING AND READING",UNDISCOUNTED,
09581366,,Utility,"SCHMIDT, MARY M",1635,514,044000,7163,2936.169/00,Abandoned -- Failure to Respond to an Office Action,2003-02-21,ELECTRONIC,,,,,,,,"AGENT FOR GENE THERAPY OF TUMOR, NEURODEGENERATIVE CARDIOVASCULAR AND AUTOIMMUNE DISEASE",UNDISCOUNTED,
09341500,,Utility,"SANDALS, WILLIAM O",1636,435,110000,5216,D6174,Abandoned -- Failure to Respond to an Office Action,2002-09-16,FILE REPOSITORY (FRANCONIA),2018-08-07,,,,,,,NUCLEIC ACID CONSTRUCTS AND USES THEREOF FOR DIRECT NUCLEIC ACID INCORPORATION INTO CELLS,UNDISCOUNTED,
09445900,,,"WILSON, LEE D",3723,254,093000,1502,19300-000300,Abandoned -- Failure to Respond to an Office Action,2003-04-04,FILE REPOSITORY (FRANCONIA),2018-07-11,,,,,,,FLEXIBLE INFLATABLE STRUCTURES,UNDISCOUNTED,
09582397,,Utility,"PROUTY, REBECCA E",1652,424,094500,1566,49862,Abandoned -- Failure to Respond to an Office Action,2004-08-09,ELECTRONIC,,,,,,,,Identification of novel substrate i-traf of ikk-i kinase,UNDISCOUNTED,
09613394,,Utility,"BAREFORD, KATHERINE A",1762,427,008000,1297,4445CIP,Abandoned -- Incomplete Application (Pre-examination),2004-05-29,FILE REPOSITORY (FRANCONIA),2018-08-07,,,,,,,Method of determining ink receptivity on surfaces,UNDISCOUNTED,
09596850,,Re-Issue,"RAMIREZ, RAMON O",3632,248,405000,4479,546-P-8-USA,Abandoned -- Failure to Respond to an Office Action,2006-06-29,ELECTRONIC,,,,,,,,Telescoping mast with integral payload,SMALL,
09623568,,Utility,"ZEMAN, ROBERT A",1645,435,007100,5274,98-1895,Abandoned -- Failure to Respond to an Office Action,2008-07-07,ELECTRONIC,,,,,,,,Human homolog of a nuclear migration and its use,SMALL,
09647974,,Utility,"BOYER, CHARLES I",1751,510,191000,7623,PM271667,Abandoned -- Incomplete Application (Pre-examination),2002-07-06,FILE REPOSITORY (FRANCONIA),2018-08-07,,,,,,,Toilet cleaning blocks,UNDISCOUNTED,
09647558,,Utility,"SHERRER, CURTIS EDWARD",1761,426,592000,8677,3573.03-1,Abandoned -- Failure to Respond to an Office Action,2003-11-28,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,Method for reduction of fusel oils in alcoholic beverages and food products,UNDISCOUNTED,
09673338,,Utility,"ROLLINS, ROSILAND STACIE",3739,606,021000,5132,DYNGP102US,Abandoned -- Failure to Respond to an Office Action,2003-05-02,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,Arrangement for cooled probes,UNDISCOUNTED,
09674776,,Utility,"MEDLEY, MARGARET B",1714,252,186100,4120,13519NP,Abandoned -- Failure to Respond to an Office Action,2003-04-04,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,,,Stabilized disinfectant preparation containing peroxides,UNDISCOUNTED,
09701954,,Utility,"HAM, SEUNGSOOK",2817,333,202000,9393,KMW-005US,Expressly Abandoned -- During Examination,2002-08-23,FILE REPOSITORY (FRANCONIA),2018-08-07,,,,,,,Multipolar band pass filter with wlliptical filter characteristic,UNDISCOUNTED,
09719381,,Utility,"LAMBERTSON, DAVID A",1636,435,004000,8237,P32074,Abandoned -- Incomplete Application (Pre-examination),2003-03-14,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,"Method for detecting of a compound that mimics, potentiates or inhibits the physiological effect of leptin",UNDISCOUNTED,
09674929,,Utility,"TRUONG, BAO Q",2875,313,495000,7576,43890 441,Abandoned -- Failure to Respond to an Office Action,2003-09-05,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,,,"Field emission device, its manufacturing method and display device using the same",UNDISCOUNTED,
09720282,,Utility,"NOLAN, PATRICK J",1644,424,141100,1066,9426-004,Abandoned -- Failure to Respond to an Office Action,2005-03-02,ELECTRONIC,,,,,,,,Egg surface proteins and methods of their use for modulating fertility,UNDISCOUNTED,
09719273,,Utility,"DAVIS, MINH TAM B",1642,435,004000,7046,,Abandoned -- Incomplete Application (Pre-examination),2003-04-12,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,Phagocytic assay method,SMALL,
09601531,,Utility,"TAYLOR, APRIL ALICIA",2876,235,375000,7790,PRC PATENT/01,Abandoned -- Failure to Pay Issue Fee,2003-02-13,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,INFORMATION PANEL GUIDE,UNDISCOUNTED,
09622679,,Utility,"BASI, NIRMAL SINGH",1646,435,069100,2749,03528 0053 PCUS00,Abandoned -- Incomplete Application (Pre-examination),2003-10-16,FILE REPOSITORY (FRANCONIA),2018-08-07,,,,,,,TRANSPORTER FOR SACCHARIDE COUPLED MEDICAMENTS,UNDISCOUNTED,
09786531,,Utility,"CHEN, LIPING",1632,424,093200,1453,6627-PA8045,Abandoned -- Incomplete Application (Pre-examination),2002-11-15,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,,,Novel recombinant adenovirus for tissue specific expression in heart,UNDISCOUNTED,
09787837,,Utility,"SINGH, SUNIL",3673,405,141000,8051,33433,Abandoned -- Failure to Respond to an Office Action,2003-08-22,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,,,Apparatus for closing off an underground passage,UNDISCOUNTED,
09787983,,Utility,"NGUYEN, QUANG",1636,800,008000,1250,9192.17USWO,Abandoned -- Failure to Respond to an Office Action,2004-02-23,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,,,Orange fruit pectinacetylesterase,UNDISCOUNTED,
09807835,,Utility,"HUYNH, PHUONG N",1644,424,130100,7483,Q063953,Abandoned -- Failure to Respond to an Office Action,2003-06-05,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,Immunoglobulin variants,SMALL,
09787207,,Utility,"EWOLDT, GERALD R",1644,424,093700,6081,BO-42211,Abandoned -- Failure to Respond to an Office Action,2003-06-30,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,Antigen-presenting cells and their use in therapy,UNDISCOUNTED,
09803798,,Utility,"CHANG, CELIA C",1625,546,197000,8502,P32151-1DIV1,Abandoned -- Incomplete Application (Pre-examination),2003-06-12,FILE REPOSITORY (FRANCONIA),2018-07-10,US20010023252A1,2001-09-20,,,,,Novel compound,UNDISCOUNTED,
09851787,,Utility,"GANTT, ALAN T",2684,455,564000,3284,1280.00262,Abandoned -- Incomplete Application (Pre-examination),2004-06-17,FILE REPOSITORY (FRANCONIA),2018-07-25,US20030027600A1,2003-02-06,,,,,Microphone antenna array using voice activity detection,UNDISCOUNTED,
09857854,,Utility,"WITHERSPOON, SIKARL A",1621,564,300000,1170,4512/00013,Abandoned -- Incomplete Application (Pre-examination),2005-05-23,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,,,Aldose reductase inhibitors and pharmaceutical compositions,UNDISCOUNTED,
09869113,,Utility,"WANG, SHENGJUN",1617,514,310000,1218,,Abandoned -- Failure to Respond to an Office Action,2003-10-01,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,,,Treatment of retroviral infections with oxyphenbutazone,UNDISCOUNTED,
09909475,,,"UPTON, CHRISTOPHER",1724,210,162000,2803,,Expressly Abandoned -- During Examination,2001-08-29,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,,,,UNDISCOUNTED,
09889541,,Utility,"WORTMAN, DONNA C",1648,424,189100,5326,9013-32,Abandoned -- Incomplete Application (Pre-examination),2003-07-10,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,Hepatitis b testing,UNDISCOUNTED,
09890098,,Utility,"FISHMAN, MARINA",2833,218,007000,5935,2000P04015,Abandoned -- Failure to Respond to an Office Action,2011-01-07,ELECTRONIC,,,,,,,,Multiphase encapsulated high-voltage switchgear for outdoor use,UNDISCOUNTED,
09913135,,Utility,"COUNTS, GARY W",1641,435,006000,4956,002.00180(MEDY/P22478US),Abandoned -- Incomplete Application (Pre-examination),2006-11-14,ELECTRONIC,,,,,,,,Screening methods,UNDISCOUNTED,
09890891,,Utility,"STRZELECKA, TERESA E",1637,536,022100,9270,I0217/7001,Abandoned -- Incomplete Application (Pre-examination),2006-11-14,ELECTRONIC,,,,,,,,Modulator of inflammation,UNDISCOUNTED,
09914553,,Utility,"PARAS JR, PETER",1632,514,044000,9739,UPAP-0496,Abandoned -- Incomplete Application (Pre-examination),2002-11-22,ELECTRONIC,,,,,,,,Vaccine and gene therapy compositions and methods of making and using the same,UNDISCOUNTED,
09914986,,Utility,"SHEIKH, AYAZ R",2155,709,200000,6641,3678-4000,Abandoned -- Incomplete Application (Pre-examination),2002-11-22,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,Synergistic internet bookmarks combining internet searching and hot linking,UNDISCOUNTED,
09926728,,Utility,"RAMSEY, KENNETH J",2879,445,050000,1768,P63667US1,Abandoned -- Failure to Respond to an Office Action,2003-12-08,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,Method of producing a field emission cathode a field emission cathode and a light source,UNDISCOUNTED,
09831464,,Utility,"ALVO, MARC S",1731,264,518000,4372,56957-046 (PVIK-7),Abandoned -- Failure to Respond to an Office Action,2003-09-15,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,Method for forming web from aerosuspension of fibrous material,UNDISCOUNTED,
09937514,,Utility,"CASTELLANO, STEPHEN J",3727,220,006000,2209,27392/23575,Abandoned -- Incomplete Application (Pre-examination),2003-03-12,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,,,Collasible transport box,SMALL,
09914549,,Utility,"HAMA, JOANNE",1632,800,003000,9711,4121-129,Abandoned -- Incomplete Application (Pre-examination),2006-11-14,ELECTRONIC,,,,,,,,Protein (tp) that is involved in the development of the nervous system,SMALL,
09958487,,Utility,"HO, TARA",3721,173,122000,9480,P07393US00/MP,Abandoned -- Incomplete Application (Pre-examination),2002-07-06,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,Set of jaws for sheet pile,SMALL,
09958364,,Utility,"SCHEINER, LAURIE A",1648,435,005000,5652,CU-2681 WDD,Abandoned -- Incomplete Application (Pre-examination),2008-10-09,ELECTRONIC,,,,,,,,"Genetically engineered clone of hepatitis e virus (hev) genome which is infectious, its production and uses",UNDISCOUNTED,
09959345,,Utility,"NASHED, NASHAAT T",1652,435,194000,9568,WEICKM 16,Abandoned -- Incomplete Application (Pre-examination),2003-01-30,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,,,Interaction of vascular-endothelial protein-tyrosine phosphatase with the angiopoietin receptor tie-2,UNDISCOUNTED,
09913491,,Utility,"MYERS, CARLA J",1634,435,006000,2524,VSW-10002/16,Abandoned -- Incomplete Application (Pre-examination),2006-03-24,ELECTRONIC,,,,,,,,Genetic variants of the human fsh receptor and the influence thereof on gametogenesis,UNDISCOUNTED,
09959470,,Utility,"COOK, LISA V",1641,435,070210,2355,3658-0104P,Abandoned -- Incomplete Application (Pre-examination),2006-11-14,ELECTRONIC,,,,,,,,Diagnostic marker for the human heart,SMALL,
09958825,,Utility,"WHITEMAN, BRIAN A",1635,800,014000,6483,05394.0015,Abandoned -- Incomplete Application (Pre-examination),2006-11-14,ELECTRONIC,,,,,,,,"Cassette regulating the expression of a heterologous nucleic acid in a eucaryotic cell, especially a muscle cell",UNDISCOUNTED,
10018544,,Utility,"CHANG, CELIA C",1625,514,319000,4748,Z70546-1P US,Abandoned -- Incomplete Application (Pre-examination),2002-11-15,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,Compounds for use in treatment of neurological disorders,UNDISCOUNTED,
09979620,,Utility,"ROBINSON, HOPE A",1652,514,012000,3043,A9415,Abandoned -- Failure to Respond to an Office Action,2008-03-31,ELECTRONIC,,,,,,,,Methods of reducing factor VIII clearance and compositions therefor,SMALL,
10019593,,Utility,"ALLEN, MARIANNE P",1631,702,020000,1780,2458-4042US6,Expressly Abandoned -- During Examination,2004-09-17,ELECTRONIC,,,,,,,,Methods for obtaining and using haplotype data,UNDISCOUNTED,
09920698,,Utility,"AZPURU, CARLOS A",1615,424,427000,5718,8567-571U1 (WESR/P20049U1,Abandoned -- Failure to Respond to an Office Action,2003-01-23,FILE REPOSITORY (FRANCONIA),2018-06-23,US20010046519A1,2001-11-29,,,,,Compositions for nasal administration,UNDISCOUNTED,
09936857,,Utility,"MILLER, JOHN W",2614,348,552000,4431,450104-02947,Abandoned -- Incomplete Application (Pre-examination),2002-07-05,FILE REPOSITORY (FRANCONIA),2018-08-28,,,,,,,Print control method and transmission control device,UNDISCOUNTED,
10069631,,Utility,"WOOLWINE, SAMUEL C",1637,435,006000,3324,7756X,Abandoned -- Incomplete Application (Pre-examination),2003-09-26,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,"Stability enhancing formulation components, compositions and laundry methods employing same",UNDISCOUNTED,
10069430,,Utility,"JENKINS, JERMAINE L",2855,073,744000,3707,1570.3027.001,Abandoned -- Failure to Respond to an Office Action,2004-04-19,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,,,TRANSDUCER,UNDISCOUNTED,
10069381,,Utility,"BAUM, STUART F",1638,800,290000,7977,47237-0417,Abandoned -- Incomplete Application (Pre-examination),2007-08-02,ELECTRONIC,,,,,,,,Gene encoding protein participating in signal transduction of cytokinin,UNDISCOUNTED,
10089922,,Utility,"DIBRINO, MARIANNE",1644,435,006000,1256,FHW-102US,Abandoned -- Failure to Respond to an Office Action,2005-05-02,ELECTRONIC,,,,,,,,Binding agents,SMALL,
10097778,,Utility,"BAKER, LORI LYNN",3764,482,148000,9579,9464.17701,Abandoned -- Failure to Respond to an Office Action,2008-10-15,ELECTRONIC,,US20030176264A1,2003-09-18,,,,,Fitness and rehabilitation apparatus,SMALL,
10013073,,Utility,"HAMPTON HIGHTOWER, PATRICIA",1711,528,310000,1399,CH-2816,Abandoned -- Incomplete Application (Pre-examination),2006-03-24,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,Polytrimethylene ether ester amide and use thereof,UNDISCOUNTED,
10111496,,Utility,"RUSSEL, JEFFREY E",1654,510,320000,8192,CM2229,Abandoned -- Incomplete Application (Pre-examination),2006-11-14,ELECTRONIC,,,,,,,,Mimic cellulose binding domain,UNDISCOUNTED,
10089942,,Utility,"SCHWADRON, RONALD B",1644,514,002000,1674,2060.0040006/EKS/HCC,Abandoned -- Incomplete Application (Pre-examination),2007-11-27,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,,,Inducing cellular immune responses to human immunodeficiency virus-1using peptide and nucleic acid compositions,UNDISCOUNTED,
10148705,,Utility,"LEE, HWA S",2877,356,450000,3461,76700-22682,Abandoned -- Incomplete Application (Pre-examination),2003-09-15,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,,,Optical interferometer,SMALL,
10070186,,Utility,"OH, SIMON J",1615,424,400000,2408,344-P-24-USA,ABANDONED - RESTORED,2004-06-16,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,Methylene blue diagnostic agent and diagnostic methods for detection of epithelial cancer,UNDISCOUNTED,
10181959,,Utility,"SAVAGE, MATTHEW O",1724,210,739000,8921,12811-182,Abandoned -- Incomplete Application (Pre-examination),2004-10-05,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,,,Domestic method and apparatus for oispensing purified water,UNDISCOUNTED,
10069842,,Utility,"HJERPE, RICHARD A",2674,345,172000,7339,UTLK:002,Abandoned -- Incomplete Application (Pre-examination),2002-11-15,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,,,Information retrieval and communication system and method,SMALL,
